Concurso;Data Sorteio;Dezena_1;Dezena_2;Dezena_3;Dezena_4;Dezena_5;Dezena_6;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1524;24/08/2013;40;53;12;46;2;52;34.940.408,00;0;;;0;53;38.596,27;4637;630,21;SIM;21.532.147,87;26.000.000,00;38.587.639,37
1525;28/08/2013;30;46;35;54;26;2;42.186.772,00;0;;;0;67;36.863,34;6260;563,63;SIM;26.081.860,01;32.000.000,00;39.237.598,27
1526;31/08/2013;51;47;28;10;59;16;52.522.740,00;1;SÃO PAULO;SP;31.746.274,15;149;20.637,37;10735;409,2;NÃO;0;2.500.000,00;40.046.800,31
1527;09/04/13;32;44;42;48;16;36;23.361.580,00;0;;;0;92;14.866,46;5439;359,23;SIM;2.519.473,73;5.200.000,00;40.406.725,15
1528;09/06/13;4;13;58;36;19;15;21.722.580,00;0;;;0;101;12.591,67;7347;247,28;SIM;4.862.186,40;7.500.000,00;40.741.398,40
1529;09/11/13;35;17;15;34;49;11;30.435.704,00;1;CAMPINA GRANDE DO SUL;PR;8.144.582,40;75;23.758,30;6622;384,4;NÃO;0;15.000.000,00;41.210.312,13
1530;14/09/2013;53;10;28;16;48;33;37.650.804,00;2;GUARULHOS;SP;7.800.140,92;138;15.973,07;9644;326,52;NÃO;0;2.500.000,00;41.790.386,73
;;;;;;;;;;Ribeirão Preto;SP;;;;;;;;;
1531;18/09/2013;24;41;12;42;44;13;23.570.024,00;0;;;0;108;12.777,02;5944;331,64;SIM;2.541.953,77;5.500.000,00;42.153.523,00
1532;21/09/2013;42;2;11;23;31;44;30.240.050,00;3;PONTA PORÃ;MS;1.934.416,36;91;19.455,14;5676;445,58;NÃO;0;2.500.000,00;42.619.422,34
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1533;25/09/2013;29;21;47;57;13;34;22.933.224,00;0;;;0;89;15.085,80;5659;338,93;SIM;2.473.276,87;5.200.000,00;42.972.747,62
1534;28/09/2013;28;12;34;29;1;48;30.240.480,00;1;ITALVA;RJ;5.734.618,57;89;19.892,61;6196;408,19;NÃO;0;12.300.000,00;43.438.653,59
1535;10/02/13;55;25;9;8;54;41;33.122.518,00;0;;;0;63;30.780,52;6058;457,28;SIM;13.376.862,66;17.000.000,00;43.948.962,26
1536;10/05/13;18;32;29;13;50;58;41.562.606,00;0;;;0;89;27.340,47;7408;469,24;SIM;17.859.260,43;23.000.000,00;44.589.304,81
1537;10/09/13;6;56;33;50;51;10;49.821.730,00;1;VITÓRIA;ES;23.232.379,04;209;13.956,16;11870;351,04;NÃO;0;2.500.000,00;45.356.893,20
1538;10/11/13;35;52;27;53;57;23;20.060.470,00;1;RIBEIRÃOZINHO;MT;2.163.459,28;132;8.897,35;5238;320,31;NÃO;0;2.500.000,00;45.665.958,83
1539;16/10/2013;10;49;8;58;20;26;24.673.116,00;0;;;0;53;27.254,69;4366;472,64;SIM;14.133.639,10;17.500.000,00;46.046.090,11
1540;19/10/2013;54;47;27;17;3;32;42.597.696,00;0;;;0;299;8.340,81;14429;246,91;SIM;18.727.668,11;23.000.000,00;46.702.379,98
1541;23/10/2013;37;5;24;44;49;58;46.061.530,00;0;;;0;205;13.154,60;12026;320,34;SIM;23.695.260,85;29.000.000,00;47.412.036,10
1542;26/10/2013;7;12;57;11;30;39;54.891.958,00;0;;;0;154;20.868,02;11783;389,62;SIM;29.615.187,77;37.000.000,00;48.257.739,96
1543;30/10/2013;30;7;23;20;15;41;66.433.014,00;0;;;0;182;21.370,06;13138;422,91;SIM;36.779.781,70;45.000.000,00;49.281.253,40
1544;11/01/13;30;50;45;2;35;21;69.125.452,00;0;;;0;152;26.624,88;10385;556,7;SIM;63.155.442,89;75.000.000,00;50.346.248,42
1545;11/06/13;6;48;11;45;4;24;160.817.482,00;1;MAUÁ;SP;80.499.108,16;680;13.845,79;45410;296,19;NÃO;0;2.800.000,00;52.823.914,90
1546;11/09/13;38;44;17;60;4;53;29.649.502,00;0;;;0;100;17.358,44;6673;371,61;SIM;3.197.606,56;6.500.000,00;53.280.715,85
1547;13/11/2013;28;21;9;10;2;18;34.028.022,00;1;RECIFE;PE;6.867.422,89;227;8.776,15;11559;246,21;NÃO;0;2.500.000,00;53.804.975,33
1548;16/11/2013;44;41;42;54;47;19;23.856.610,00;0;;;0;45;31.037,69;3429;581,88;SIM;2.572.861,18;5.700.000,00;54.172.526,94
1549;20/11/2013;32;53;16;20;12;10;29.671.098,00;1;LONDRINA;PR;5.772.796,80;66;26.319,82;6564;378,05;NÃO;0;23.000.000,00;54.629.660,61
1550;23/11/2013;21;56;36;9;13;27;44.393.694,00;1;MONTANHA;ES;23.634.735,21;229;11.349,56;14109;263,16;NÃO;0;2.500.000,00;55.313.620,88
1551;27/11/2013;2;23;38;15;21;19;26.151.116,00;1;BOA VISTA;RR;2.820.316,51;131;11.687,25;7631;286,61;NÃO;0;3.000.000,00;55.716.523,25
1552;30/11/2013;7;18;26;46;39;24;28.534.554,00;0;;;0;122;13.693,19;7839;304,44;SIM;3.077.362,89;6.500.000,00;56.156.146,53
1553;12/04/13;29;21;20;46;22;60;32.051.102,00;0;;;0;48;39.092,63;3788;707,66;SIM;6.533.974,54;11.000.000,00;56.649.948,22
1554;12/07/13;30;52;50;49;53;32;38.711.366,00;0;;;0;60;37.772,91;4098;790,06;SIM;22.222.363,27;27.500.000,00;57.246.362,58
1555;12/11/13;5;52;59;2;33;23;47.898.192,00;0;;;0;167;16.791,74;13033;307,37;SIM;27.388.034,29;33.000.000,00;57.984.315,60
1556;14/12/2013;7;52;11;10;1;4;57.443.904,00;0;;;0;549;6.125,83;26705;179,9;SIM;33.583.180,67;40.000.000,00;58.869.336,52
1557;17/12/2013;46;18;16;45;31;4;43.305.632,00;0;;;0;123;20.612,58;8744;414,21;SIM;38.253.558,38;44.000.000,00;59.536.533,35
1558;19/12/2013;31;42;15;7;17;54;59.235.314,00;0;;;0;186;18.644,94;11538;429,38;SIM;44.641.902,75;53.000.000,00;60.449.153,98
1559;21/12/2013;37;58;12;29;8;16;63.511.922,00;1;OLÍMPIA;SP;51.491.466,00;317;11.729,76;16431;323,28;NÃO;0;200.000.000,00;79.825.384,73
1560;31/12/2013;30;47;53;38;20;36;758.218.978,00;4;MACEIÓ;AL;56.169.465,02;1147;38.701,20;90376;701,67;NÃO;0;1.500.000,00;0
;;;;;;;;;;TEOFILÂNDIA;BA;;;;;;;;;
;;;;;;;;;;CURITIBA;PR;;;;;;;;;
;;;;;;;;;;PALOTINA;PR;;;;;;;;;
1561;01/02/14;28;26;54;55;23;60;8.852.704,00;0;;;0;20;25.914,28;1669;443,62;SIM;954.736,58;3.000.000,00;136.390,97
1562;01/04/14;12;10;51;37;23;47;22.178.488,00;0;;;0;59;22.007,62;4384;423,11;SIM;3.346.617,51;5.800.000,00;478.088,26
1563;01/09/14;43;36;1;20;13;6;32.694.576,00;1;ARROIO GRANDE;RS;6.872.625,83;202;9.475,83;10395;263,05;NÃO;0;2.500.000,00;981.803,74
1564;01/11/14;54;44;38;25;46;53;29.856.274,00;1;RIO DE JANEIRO;RJ;3.219.906,28;71;24.619,00;5602;445,74;NÃO;0;9.000.000,00;1.441.790,38
1565;15/01/2014;43;41;37;51;18;39;34.421.316,00;0;;;0;52;38.754,07;5157;558,24;SIM;10.056.109,18;15.000.000,00;1.972.109,22
1566;18/01/2014;11;32;60;5;6;36;43.906.268,00;1;ITAGUAÍ;RJ;14.791.263,61;133;19.327,16;8797;417,43;NÃO;0;2.500.000,00;2.648.559,87
1567;22/01/2014;53;38;30;2;15;48;25.417.944,00;0;;;0;59;25.222,12;4463;476,33;SIM;2.741.246,19;6.000.000,00;3.040.166,48
1568;25/01/2014;28;58;19;24;42;25;32.116.978,00;0;;;0;103;18.255,37;7192;373,49;SIM;6.204.962,36;10.000.000,00;3.534.983,09
1569;29/01/2014;42;15;18;31;5;53;35.375.222,00;0;;;0;81;25.568,62;6718;440,4;SIM;21.628.185,40;27.000.000,00;4.079.998,49
1570;02/01/14;18;46;42;15;56;24;50.851.026,00;0;;;0;225;13.231,54;11903;357,3;SIM;27.112.310,39;34.000.000,00;4.863.444,93
1571;02/05/14;46;60;55;32;3;29;61.530.392,00;0;;;0;176;20.467,75;11857;434,02;SIM;33.748.171,78;41.000.000,00;5.811.425,14
1572;02/08/14;46;42;27;45;20;47;74.221.658,00;0;;;0;93;46.724,09;11613;534,54;SIM;41.752.746,75;50.000.000,00;6.954.935,86
1573;02/12/14;7;16;36;35;38;21;90.658.778,00;0;;;0;230;23.076,78;19015;398,75;SIM;51.530.013,98;62.000.000,00;8.351.688,34
1574;15/02/2014;6;28;33;48;46;27;112.259.582,00;0;;;0;459;14.318,71;29794;315,12;SIM;90.042.313,82;105.000.000,00;10.081.237,88
1575;19/02/2014;1;5;4;45;14;56;199.000.534,00;1;SANTA BÁRBARA DOESTE;SP;111.503.902,49;709;16.432,41;42590;390,78;NÃO;0;3.000.000,00;13.147.179,13
1576;22/02/2014;26;30;21;15;13;46;31.962.026,00;0;;;0;88;21.264,00;5886;454,16;SIM;3.447.005,08;7.000.000,00;13.639.608,44
1577;26/02/2014;25;32;11;59;51;14;38.505.670,00;1;RIO DE JANEIRO;RJ;7.599.721,82;86;26.213,16;6004;536,38;NÃO;0;2.500.000,00;14.232.853,70
1578;03/01/14;6;53;56;30;37;3;30.707.654,00;0;;;0;107;16.801,81;6347;404,64;SIM;3.311.724,97;5.000.000,00;14.705.957,28
1579;03/05/14;34;25;40;51;60;49;18.758.424,00;0;;;0;23;47.748,72;2180;719,67;SIM;26.955.151,45;33.000.000,00;14.994.962,69
1580;03/08/14;1;6;14;17;33;36;61.173.162,00;2;RIO DE JANEIRO;RJ;16.776.243,36;378;9.474,63;20400;250,79;NÃO;0;2.500.000,00;15.937.439,15
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1581;03/12/14;31;34;15;14;25;30;28.876.606,00;0;;;0;41;41.234,00;4202;574,75;SIM;3.114.252,13;7.000.000,00;16.382.332,33
1582;15/03/2014;4;17;1;48;13;38;39.218.778,00;1;SÃO PAULO;SP;7.343.875,35;125;18.368,65;10807;303,51;NÃO;0;3.000.000,00;16.986.564,23
1583;19/03/2014;18;2;9;47;17;45;28.248.848,00;0;;;0;130;12.721,86;7907;298,8;SIM;3.046.550,39;6.500.000,00;17.421.785,73
1584;22/03/2014;27;54;28;50;22;3;37.223.782,00;0;;;0;97;22.466,84;7379;421,9;SIM;20.262.421,25;25.000.000,00;17.995.281,33
1585;26/03/2014;55;47;43;48;49;2;50.415.508,00;0;;;0;103;28.656,30;8235;512,03;SIM;25.699.576,97;33.000.000,00;18.772.017,88
1586;29/03/2014;47;58;8;43;39;46;64.188.188,00;0;;;0;150;25.052,84;10556;508,57;SIM;32.622.073,40;40.000.000,00;19.760.945,96
1587;04/02/14;8;21;19;30;52;56;77.113.964,00;0;;;0;179;25.221,63;12440;518,45;SIM;40.938.574,57;50.000.000,00;20.949.017,56
1588;04/05/14;36;29;23;49;32;45;94.071.416,00;2;UBERLÂNDIA;MG;25.541.942,10;353;15.601,86;21216;370,84;NÃO;0;2.500.000,00;22.398.347,52
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1589;04/09/14;11;41;51;5;19;4;28.925.144,00;0;;;0;87;19.464,78;7815;309,55;SIM;24.453.798,07;30.000.000,00;22.843.988,51
1590;04/12/14;40;7;44;55;34;20;57.663.666,00;0;;;0;89;37.931,98;8050;599,1;SIM;30.672.645,09;38.000.000,00;23.732.395,24
1591;16/04/2014;4;23;55;10;38;33;64.477.166,00;1;FIGUEIRÃO;MS;37.626.306,90;278;13.578,58;16180;333,29;NÃO;0;2.000.000,00;24.725.775,52
1592;19/04/2014;41;49;36;42;31;38;22.560.202,00;0;;;0;23;57.425,97;2341;806;SIM;2.433.047,61;5.000.000,00;25.073.353,76
1593;23/04/2014;4;17;38;9;18;21;26.206.082,00;1;RESTINGA;SP;5.259.292,04;136;11.281,23;8689;252,24;NÃO;0;3.000.000,00;25.477.102,98
1594;26/04/2014;53;43;23;6;7;8;29.964.214,00;0;;;0;71;24.708,01;6341;395,22;SIM;16.848.508,95;22.000.000,00;25.938.752,61
1595;30/04/2014;59;5;42;8;46;2;47.317.026,00;2;RIBEIRÃO PRETO;SP;10.975.751,52;236;11.738,12;12387;319,48;NÃO;0;2.000.000,00;26.667.751,78
;;;;;;;;;;RIBEIRÃO PRETO;SP;;;;;;;;;
1596;05/03/14;5;12;1;7;45;10;26.213.024,00;1;Curitiba;PR;2.826.993,10;380;4.038,56;16970;129,19;NÃO;0;3.000.000,00;27.071.607,95
1597;05/07/14;16;52;5;44;10;50;28.151.542,00;0;;;0;57;28.914,82;5638;417,61;SIM;3.036.056,24;7.000.000,00;27.505.330,29
1598;05/10/14;36;47;42;29;53;31;36.850.340,00;0;;;0;121;17.829,91;6776;454,84;SIM;7.010.250,78;12.000.000,00;28.073.072,37
1599;14/05/2014;35;10;15;58;36;3;45.177.182,50;1;LOANDA;PR;11.882.469,39;135;19.591,99;8922;423,49;NÃO;0;18.000.000,00;28.769.103,61
1600;17/05/2014;9;46;23;32;35;57;49.128.762,50;1;PETRÓPOLIS;RJ;17.751.928,34;110;26.147,87;8443;486,66;NÃO;0;2.500.000,00;29.526.015,66
1601;21/05/2014;60;24;56;45;10;8;29.281.317,50;0;;;0;90;19.047,65;5373;455,79;SIM;3.157.899,01;7.000.000,00;29.977.144,11
1602;24/05/2014;8;44;40;35;22;12;37.687.595,00;1;RIO DE JANEIRO;RJ;7.222.388,90;69;31.977,36;6039;521,94;NÃO;0;3.000.000,00;30.557.785,55
1603;28/05/2014;13;53;20;31;60;27;27.860.697,50;0;;;0;64;25.486,21;4652;500,89;SIM;3.004.689,56;7.000.000,00;30.987.026,93
1604;31/05/2014;21;40;51;27;24;2;37.083.880,00;0;;;0;62;35.017,62;5333;581,57;SIM;19.276.829,60;25.000.000,00;31.558.367,10
1605;06/04/14;42;30;9;19;31;21;51.385.750,00;0;;;0;87;34.579,33;6694;642,02;SIM;24.818.622,91;32.000.000,00;32.350.051,87
1606;06/07/14;54;1;15;37;46;42;62.873.125,00;1;MACAÍBA;RN;31.599.293,88;101;36.444,91;9327;563,79;NÃO;0;3.000.000,00;33.318.719,17
1607;06/11/14;32;41;51;7;31;52;28.443.640,00;0;;;0;91;18.299,40;2820;843,58;SIM;3.067.558,10;7.000.000,00;33.756.941,77
1608;14/06/2014;6;43;17;5;54;59;34.318.150,00;0;;;0;79;25.432,55;5998;478,53;SIM;6.768.663,83;11.000.000,00;34.285.671,16
1609;18/06/2014;2;26;6;13;53;60;35.454.782,50;0;;;0;140;14.826,54;8573;345,88;SIM;24.995.950,53;30.000.000,00;34.831.912,32
1610;21/06/2014;36;53;35;9;1;4;46.116.617,50;0;;;0;173;15.606,46;9626;400,68;SIM;29.969.484,28;36.000.000,00;35.542.417,17
1611;25/06/2014;24;51;50;28;58;47;53.147.042,50;0;;;0;97;32.077,50;6367;698,13;SIM;35.701.227,50;43.000.000,00;36.361.237,63
1612;28/06/2014;17;51;36;6;42;13;64.669.627,50;2;FEIRA DE SANTANA;BA;21.337.822,84;261;14.506,18;16822;321,52;NÃO;0;3.000.000,00;37.357.583,11
;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;
1613;07/02/14;31;18;4;46;44;49;28.863.410,00;0;;;0;103;16.406,04;5801;416,14;SIM;3.112.828,98;7.000.000,00;37.802.272,98
1614;07/05/14;49;27;43;17;14;21;35.231.515,00;1;SÃO PAULO;SP;6.912.438,29;149;13.843,25;7458;395,09;NÃO;0;20.000.000,00;38.345.074,33
1615;07/09/14;26;20;5;44;33;31;36.732.132,50;0;;;0;71;30.288,72;5701;538,87;SIM;19.419.358,68;25.000.000,00;38.910.995,23
1616;07/12/14;46;40;58;31;28;42;53.955.980,00;0;;;0;185;17.075,01;6475;696,93;SIM;25.238.343,30;32.000.000,00;39.742.278,76
1617;16/07/2014;23;31;47;54;3;26;64.104.445,00;2;UBERLÂNDIA;MG;16.075.904,16;265;14.162,36;13116;408,77;NÃO;0;3.000.000,00;40.729.916,63
;;;;;;;;;;SANTO ANDRÉ;SP;;;;;;;;;
1618;19/07/2014;9;51;20;24;52;43;31.533.535,00;1;FLORESTA;PR;3.400.793,67;32;57.692,04;3161;834,34;NÃO;0;3.000.000,00;41.215.744,32
1619;23/07/2014;46;17;5;42;47;8;28.901.780,00;0;;;0;92;18.392,04;7438;324,98;SIM;17.707.151,21;22.000.000,00;41.661.025,35
1620;26/07/2014;57;23;38;13;34;27;49.002.217,50;0;;;0;136;21.094,54;9539;429,64;SIM;22.991.887,94;28.000.000,00;42.415.987,76
1621;30/07/2014;24;22;38;49;10;39;58.301.500,00;1;PORTO ALEGRE;RS;29.279.523,38;81;42.139,35;6823;714,66;NÃO;0;3.000.000,00;43.314.221,40
1622;08/02/14;21;7;5;53;45;4;32.853.480,00;0;;;0;107;17.975,91;7833;350,79;SIM;3.543.145,63;6.500.000,00;43.820.385,08
1623;08/05/14;33;56;59;43;50;49;21.984.847,50;0;;;0;28;45.968,32;1825;1.007,52;SIM;5.914.143,04;10.000.000,00;44.159.099,02
1624;08/07/14;32;2;27;47;58;41;35.299.480,00;0;;;0;76;27.192,42;4576;645,17;SIM;23.105.539,15;28.000.000,00;44.702.947,47
1625;08/09/14;45;11;22;52;36;40;50.855.782,50;0;;;0;77;38.667,21;6419;662,62;SIM;28.590.177,11;35.000.000,00;45.486.467,18
1626;13/08/2014;3;52;5;43;35;14;66.467.267,50;0;;;0;158;24.628,84;12451;446,47;SIM;35.758.465,17;44.000.000,00;46.510.508,34
1627;16/08/2014;26;57;20;32;45;41;79.577.270,00;1;DORES DO INDAIÁ;MG;44.340.626,24;130;35.837,60;9306;715,18;NÃO;0;3.000.000,00;47.736.531,37
1628;20/08/2014;38;26;60;34;29;50;29.613.752,50;0;;;0;36;48.159,74;2795;886,14;SIM;3.193.751,09;6.600.000,00;48.192.781,54
1629;23/08/2014;47;20;35;4;59;24;38.217.960,00;0;;;0;92;24.320,52;5701;560,67;SIM;25.261.484,27;33.000.000,00;48.781.594,15
1630;27/08/2014;30;43;7;44;1;54;54.407.152,50;0;;;0;81;39.324,58;6412;709,67;SIM;31.129.126,44;38.000.000,00;49.619.828,76
1631;30/08/2014;47;48;44;60;4;29;64.241.047,50;0;;;0;140;26.864,44;9659;556,25;SIM;38.057.323,60;46.000.000,00;50.609.571,23
1632;09/03/14;18;56;27;6;24;59;80.793.170,00;1;Ribeirão Preto;SP;46.770.615,69;244;19.385,55;16339;413,56;NÃO;0;3.000.000,00;51.854.327,26
1633;09/06/14;2;11;49;13;36;1;31.510.497,50;0;;;0;99;18.634,31;7430;354,7;SIM;3.398.309,14;7.000.000,00;52.339.800,01
1634;09/10/14;44;9;33;10;23;51;34.001.840,00;1;Curitiba;PR;7.065.301,82;110;18.096,85;6257;454,49;NÃO;0;22.000.000,00;52.863.656,12
1635;13/09/2014;30;32;51;8;28;23;47.876.382,50;0;;;0;112;25.026,29;6874;582,51;SIM;23.124.391,25;30.000.000,00;53.601.273,12
1636;17/09/2014;33;19;52;51;35;26;59.395.800,00;0;;;0;90;38.637,27;8474;586,22;SIM;29.530.043,53;37.000.000,00;54.516.366,32
1637;20/09/2014;5;56;24;55;1;47;69.148.332,50;0;;;0;144;28.113,34;11489;503,37;SIM;36.987.476,12;45.000.000,00;55.581.713,86
1638;24/09/2014;38;2;42;58;41;1;84.454.425,00;0;;;0;143;34.576,39;9363;754,4;SIM;46.095.623,18;55.000.000,00;56.882.877,73
1639;27/09/2014;35;51;34;49;16;29;100.622.977,50;2;COLATINA;ES;28.473.749,18;228;25.837,80;13321;631,76;NÃO;0;30.000.000,00;58.433.145,63
;;;;;;;;;;CAMPO GRANDE;MS;;;;;;;;;
1640;10/01/14;6;18;46;23;31;2;53.430.132,50;2;BARRA DO PIRAÍ;RJ;15.134.013,55;253;12.364,00;12809;348,87;NÃO;0;3.000.000,00;59.256.327,59
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1641;10/04/14;51;30;29;33;46;23;34.136.607,50;0;;;0;47;42.522,20;4951;576,66;SIM;3.681.526,94;8.000.000,00;59.782.260,02
1642;10/08/14;47;3;43;42;60;23;37.375.397,50;0;;;0;53;41.286,03;5355;583,74;SIM;7.712.347,30;12.500.000,00;60.358.091,51
1643;10/11/14;19;20;16;60;28;37;46.233.842,50;0;;;0;60;45.113,02;5152;750,54;SIM;12.698.523,41;18.500.000,00;61.070.402,39
1644;15/10/2014;10;16;34;13;60;22;48.585.737,50;0;;;0;92;30.918,20;8884;457,39;SIM;32.835.875,18;40.000.000,00;61.818.948,22
1645;18/10/2014;31;37;21;38;8;18;68.325.217,50;0;;;0;137;29.198,03;8400;680,29;SIM;40.204.537,38;50.000.000,00;62.871.614,25
1646;22/10/2014;34;23;41;19;40;58;85.472.367,50;0;;;0;126;39.714,43;10700;668,09;SIM;49.422.466,37;60.000.000,00;64.188.461,26
1647;25/10/2014;38;54;23;12;17;53;107.816.610,00;1;TOBIAS BARRETO;SE;61.050.152,43;259;24.371,32;20655;436,57;NÃO;0;3.000.000,00;65.849.559,29
1648;29/10/2014;48;18;15;22;20;16;29.647.770,00;0;;;0;98;17.711,66;5545;447,18;SIM;3.197.419,78;7.000.000,00;66.306.333,55
1649;11/01/14;54;33;24;44;38;42;40.355.072,50;0;;;0;99;23.864,71;7522;448,7;SIM;30.029.733,19;37.000.000,00;66.928.072,00
1650;11/05/14;23;57;29;17;60;38;63.974.315,00;0;;;0;133;28.160,94;10962;488,1;SIM;36.929.164,09;45.000.000,00;67.913.704,99
1651;11/08/14;27;44;8;35;38;41;78.923.522,50;0;;;0;145;31.866,30;12024;548,97;SIM;45.440.820,51;55.000.000,00;69.129.655,92
1652;11/12/14;44;28;24;57;7;26;97.593.625,00;0;;;0;391;14.612,95;22215;367,42;SIM;55.965.989,43;67.000.000,00;70.633.251,50
1653;14/11/2014;45;22;27;21;1;32;90.229.207,50;0;;;0;134;39.421,72;12071;625,17;SIM;65.696.928,82;80.000.000,00;72.023.385,71
1654;19/11/2014;50;33;42;7;58;16;147.750.745,00;0;;;0;249;34.739,50;19592;630,73;SIM;114.066.712,47;135.000.000,00;74.299.736,91
1655;22/11/2014;56;46;7;24;28;53;197.023.822,50;2;CIANORTE;PR;67.657.559,48;704;16.384,73;39616;415,95;NÃO;0;2.500.000,00;77.335.223,56
;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;
1656;26/11/2014;6;4;43;54;56;11;32.788.810,00;0;;;0;55;34.902,47;5037;544,43;SIM;3.536.171,17;7.500.000,00;77.840.390,89
1657;29/11/2014;10;54;37;45;14;7;44.510.372,50;1;BURITAMA;SP;8.336.476,39;170;15.328,71;9969;373,42;NÃO;0;3.000.000,00;78.526.148,80
1658;12/03/14;7;40;19;49;11;23;34.755.275,00;1;RIO DE JANEIRO;RJ;3.748.248,31;110;18.497,85;7011;414,6;NÃO;0;3.000.000,00;79.061.612,86
1659;12/06/14;20;33;37;49;4;10;37.221.940,00;0;;;0;95;22.938,69;6810;457,13;SIM;27.489.780,03;34.000.000,00;79.635.080,08
1660;12/10/14;17;38;42;51;34;8;57.018.440,00;1;BARRA DO PIRAÍ;RJ;33.639.041,43;218;15.312,71;11526;413,74;NÃO;0;3.000.000,00;80.513.546,01
1661;13/12/2014;16;48;43;27;58;13;35.958.550,00;0;;;0;70;30.074,43;6712;448,06;SIM;3.878.017,77;8.000.000,00;81.067.548,55
1662;17/12/2014;57;10;25;14;33;29;39.656.610,00;2;BRASÍLIA;DF;4.077.429,91;160;14.510,72;8641;383,83;NÃO;0;3.000.000,00;81.678.526,00
;;;;;;;;;;GUARANIAÇU;PR;;;;;;;;;
1663;20/12/2014;20;27;49;40;55;18;34.975.062,50;0;;;0;28;73.129,68;3524;830,07;SIM;3.771.951,70;8.000.000,00;82.217.376,25
1664;24/12/2014;48;8;21;36;23;29;39.145.840,00;1;RECIFE;PE;7.993.708,78;131;17.494,74;8211;398,73;NÃO;0;240.000.000,00;0
1665;31/12/2014;20;11;16;1;56;5;871.318.160,00;4;BRASÍLIA;DF;65.823.888,16;2581;19.764,32;168546;432,36;NÃO;0;3.000.000,00;0
;;;;;;;;;;SANTA RITA DO TRIVELATO;MT;;;;;;;;;
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1666;01/03/15;51;27;1;23;45;2;21.277.950,00;0;;;0;82;15.191,80;5042;352,95;SIM;2.294.760,72;5.000.000,00;327.822,98
1667;01/07/15;51;24;56;7;12;44;33.084.067,50;1;VILA VELHA;ES;5.862.774,49;143;13.544,91;7934;348,75;NÃO;0;3.000.000,00;837.539,25
1668;01/10/15;47;40;55;57;52;5;32.118.302,50;0;;;0;42;44.770,97;3171;847,13;SIM;3.463.859,02;7.500.000,00;1.332.376,26
1669;14/01/2015;29;28;31;48;45;49;36.129.242,50;0;;;0;54;39.170,42;3941;766,73;SIM;15.671.923,10;20.000.000,00;1.889.008,61
1670;17/01/2015;1;33;30;17;47;19;50.271.037,50;0;;;0;132;22.296,52;10142;414,56;SIM;21.093.498,13;27.000.000,00;2.663.519,33
1671;21/01/2015;21;31;56;55;45;27;52.997.997,50;0;;;0;71;43.701,29;5343;829,6;SIM;26.809.167,31;34.000.000,00;3.480.043,52
1672;24/01/2015;20;10;1;5;42;3;61.771.235,00;1;SOROCABA;SP;33.471.002,88;566;6.389,44;28440;181,65;NÃO;0;3.000.000,00;4.431.734,33
1673;28/01/2015;35;10;47;5;24;23;29.731.450,00;0;;;0;97;17.944,76;7613;326,62;SIM;3.206.444,40;7.500.000,00;4.889.797,83
1674;31/01/2015;42;59;30;58;50;22;39.749.837,50;0;;;0;49;47.493,31;2994;1.110,39;SIM;23.391.433,62;30.000.000,00;5.502.211,59
1675;02/04/15;36;3;35;56;18;34;55.279.070,00;1;JUNDIAÍ;SP;29.353.109,38;139;23.283,01;10903;424,04;NÃO;0;3.000.000,00;6.353.879,57
1676;02/07/15;2;1;37;51;48;11;32.091.407,50;0;;;0;46;40.843,61;4406;609,17;SIM;3.460.958,48;7.000.000,00;6.848.302,23
1677;02/11/15;52;33;15;28;51;10;36.118.037,50;2;PARÁ DE MINAS;MG;3.678.088,24;154;13.730,83;7597;397,62;NÃO;0;3.000.000,00;7.404.761,96
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1678;14/02/2015;35;52;17;19;9;11;31.537.917,50;0;;;0;111;16.634,25;6955;379,25;SIM;3.401.266,30;6.000.000,00;7.890.657,16
1679;18/02/2015;28;2;1;46;27;47;19.905.830,00;1;Curitiba;PR;5.548.048,14;35;33.297,02;3289;506,18;NÃO;0;15.000.000,00;8.197.340,29
1680;21/02/2015;37;46;47;51;23;38;43.477.555,00;1;PORTO ALEGRE;RS;16.547.485,01;298;8.541,66;5821;624,68;NÃO;0;3.000.000,00;8.867.185,88
1681;25/02/2015;1;33;8;11;6;50;28.112.362,50;1;SÃO PAULO;SP;3.031.830,86;90;18.287,23;6663;352,87;NÃO;0;3.000.000,00;9.300.304,58
1682;28/02/2015;13;39;51;37;35;7;30.538.312,50;0;;;0;201;8.894,93;8761;291,53;SIM;3.293.462,01;7.000.000,00;9.770.799,18
